Namespace(gpu_id=0, img_path='/home/wsz/workspace/Data/LOLdataset/our485_patch/low/', img_val_path='/home/wsz/workspace/Data/LOLdataset/eval15/low/', batch_size=16, lr=0.0002, weight_decay=0.0004, pretrain_dir=None, num_epochs=200, display_iter=10, snapshots_folder='workdirs/snapshots_folder_lol_v1_patch_origin_zero_220906')
Total examples: 4850
Total examples: 15
the device is: cuda:0
######## Start IAT Training #########
the epoch is: 0
/home/wsz/miniconda3/envs/kang/lib/python3.9/site-packages/torch/nn/functional.py:1795: UserWarning: nn.functional.tanh is deprecated. Use torch.tanh instead.
  warnings.warn("nn.functional.tanh is deprecated. Use torch.tanh instead.")
Loss at iteration 260 : 0.0856194943189621
Loss at iteration 270 : 0.10541325062513351
Loss at iteration 280 : 0.0879766196012497
Loss at iteration 290 : 0.07890196144580841
Loss at iteration 300 : 0.08257715404033661
The SSIM Value is: 0.6900184571743011
The PSNR Value is: 20.26880620320638
the epoch is: 155
Loss at iteration 10 : 0.12559126317501068
Loss at iteration 20 : 0.10014162957668304
Loss at iteration 30 : 0.08645328879356384
Loss at iteration 40 : 0.10782800614833832
Loss at iteration 50 : 0.07685503363609314
Loss at iteration 60 : 0.060589611530303955
Loss at iteration 70 : 0.12296167016029358
Loss at iteration 80 : 0.08267631381750107
Loss at iteration 90 : 0.07501289248466492
Loss at iteration 100 : 0.08923345059156418
Loss at iteration 110 : 0.09729205816984177
Loss at iteration 120 : 0.07305331528186798
Loss at iteration 130 : 0.06742742657661438
Loss at iteration 140 : 0.08199442923069
Loss at iteration 150 : 0.07356596738100052
Loss at iteration 160 : 0.08084700256586075
Loss at iteration 170 : 0.08111180365085602
Loss at iteration 180 : 0.08447860181331635
Loss at iteration 190 : 0.07651146501302719
Loss at iteration 200 : 0.07996701449155807
Loss at iteration 210 : 0.07562946528196335
Loss at iteration 220 : 0.0802622139453888
Loss at iteration 230 : 0.07178971916437149
Loss at iteration 240 : 0.1093561053276062
Loss at iteration 250 : 0.0731586217880249
Loss at iteration 260 : 0.08973100036382675
Loss at iteration 270 : 0.09735210239887238
Loss at iteration 280 : 0.09539175033569336
Loss at iteration 290 : 0.07038458436727524
Loss at iteration 300 : 0.07021170109510422
The SSIM Value is: 0.6886041601498921
The PSNR Value is: 20.53138599395752
the highest SSIM value is: 20.53138599395752
the epoch is: 156
Loss at iteration 10 : 0.08767451345920563
Loss at iteration 20 : 0.10505035519599915
Loss at iteration 30 : 0.06945374608039856
Loss at iteration 40 : 0.10003310441970825
Loss at iteration 50 : 0.09432940930128098
Loss at iteration 60 : 0.06245626136660576
Loss at iteration 70 : 0.07791668176651001
Loss at iteration 80 : 0.0815192312002182
Loss at iteration 90 : 0.09035470336675644
Loss at iteration 100 : 0.0927472710609436
Loss at iteration 110 : 0.08691896498203278
Loss at iteration 120 : 0.08909376710653305
Loss at iteration 130 : 0.08538009226322174
Loss at iteration 140 : 0.08034981787204742
Loss at iteration 150 : 0.08507530391216278
Loss at iteration 160 : 0.07568153738975525
Loss at iteration 170 : 0.08361256122589111
Loss at iteration 180 : 0.09113515913486481
Loss at iteration 190 : 0.10461778938770294
Loss at iteration 200 : 0.07882395386695862
Loss at iteration 210 : 0.09540082514286041
Loss at iteration 220 : 0.08356954157352448
Loss at iteration 230 : 0.09831094741821289
Loss at iteration 240 : 0.082938551902771
Loss at iteration 250 : 0.08289352059364319
Loss at iteration 260 : 0.0798489972949028
Loss at iteration 270 : 0.07982281595468521
Loss at iteration 280 : 0.07028825581073761
Loss at iteration 290 : 0.08423404395580292
Loss at iteration 300 : 0.08075807243585587
The SSIM Value is: 0.6918205479780833
The PSNR Value is: 20.43291295369466
the epoch is: 157
Loss at iteration 10 : 0.07978882640600204
Loss at iteration 20 : 0.08289791643619537
Loss at iteration 30 : 0.08386507630348206
Loss at iteration 40 : 0.06646555662155151
Loss at iteration 50 : 0.09184664487838745
Loss at iteration 60 : 0.07747712731361389
Loss at iteration 70 : 0.09947560727596283
Loss at iteration 80 : 0.08224364370107651
Loss at iteration 90 : 0.08495791256427765
Loss at iteration 100 : 0.09272848814725876
Loss at iteration 110 : 0.0783778727054596
Loss at iteration 120 : 0.09231682121753693
Loss at iteration 130 : 0.08086912333965302
Loss at iteration 140 : 0.07038301229476929
Loss at iteration 150 : 0.07843522727489471
Loss at iteration 160 : 0.06201691925525665
Loss at iteration 170 : 0.07398151606321335
Loss at iteration 180 : 0.08389586210250854
Loss at iteration 190 : 0.11270378530025482
Loss at iteration 200 : 0.08649756759405136
Loss at iteration 210 : 0.09214945882558823
Loss at iteration 220 : 0.08028830587863922
Loss at iteration 230 : 0.07442384213209152
Loss at iteration 240 : 0.07292049378156662
Loss at iteration 250 : 0.09340524673461914
Loss at iteration 260 : 0.12875068187713623
Loss at iteration 270 : 0.07682117819786072
Loss at iteration 280 : 0.08403044193983078
Loss at iteration 290 : 0.060889195650815964
Loss at iteration 300 : 0.07538719475269318
The SSIM Value is: 0.6876958012580872
The PSNR Value is: 20.1287140528361
the epoch is: 158
Loss at iteration 10 : 0.08975726366043091
Loss at iteration 20 : 0.08726797997951508
Loss at iteration 30 : 0.06803332269191742
Loss at iteration 40 : 0.08219562470912933
Loss at iteration 50 : 0.08915587514638901
Loss at iteration 60 : 0.0913323387503624
Loss at iteration 70 : 0.07669655978679657
Loss at iteration 80 : 0.05375238507986069
Loss at iteration 90 : 0.09993068873882294
Loss at iteration 100 : 0.08299638330936432
Loss at iteration 110 : 0.08590875566005707
Loss at iteration 120 : 0.08083434402942657
Loss at iteration 130 : 0.08774645626544952
Loss at iteration 140 : 0.10100111365318298
Loss at iteration 150 : 0.06685830652713776
Loss at iteration 160 : 0.08377300202846527
Loss at iteration 170 : 0.07872357219457626
Loss at iteration 180 : 0.08706065267324448
Loss at iteration 190 : 0.07014812529087067
Loss at iteration 200 : 0.06566306948661804
Loss at iteration 210 : 0.07961931824684143
Loss at iteration 220 : 0.07049727439880371
Loss at iteration 230 : 0.08975681662559509
Loss at iteration 240 : 0.08430749177932739
Loss at iteration 250 : 0.06826375424861908
Loss at iteration 260 : 0.08177512884140015
Loss at iteration 270 : 0.07464955002069473
Loss at iteration 280 : 0.07899042963981628
Loss at iteration 290 : 0.08212398737668991
Loss at iteration 300 : 0.07438655197620392
The SSIM Value is: 0.6851497113704681
The PSNR Value is: 20.014198303222656
the epoch is: 159
Loss at iteration 10 : 0.08862082660198212
Loss at iteration 20 : 0.09012258052825928
Loss at iteration 30 : 0.07223343104124069
Loss at iteration 40 : 0.08977453410625458
Loss at iteration 50 : 0.06979890167713165
Loss at iteration 60 : 0.09190800786018372
Loss at iteration 70 : 0.09805494546890259
Loss at iteration 80 : 0.07475043833255768
Loss at iteration 90 : 0.08074486255645752
Loss at iteration 100 : 0.08646004647016525
Loss at iteration 110 : 0.0904240757226944
Loss at iteration 120 : 0.0712423250079155
Loss at iteration 130 : 0.07618704438209534
Loss at iteration 140 : 0.07277370989322662
Loss at iteration 150 : 0.08793579041957855
Loss at iteration 160 : 0.08997629582881927
Loss at iteration 170 : 0.07149691134691238
Loss at iteration 180 : 0.0775761604309082
Loss at iteration 190 : 0.09375961869955063
Loss at iteration 200 : 0.05829453468322754
Loss at iteration 210 : 0.07645989954471588
Loss at iteration 220 : 0.062096111476421356
Loss at iteration 230 : 0.0765717551112175
Loss at iteration 240 : 0.07578754425048828
Loss at iteration 250 : 0.08370162546634674
Loss at iteration 260 : 0.10350827872753143
Loss at iteration 270 : 0.07713307440280914
Loss at iteration 280 : 0.08365025371313095
Loss at iteration 290 : 0.08713677525520325
Loss at iteration 300 : 0.07873420417308807
The SSIM Value is: 0.6866674681504568
The PSNR Value is: 20.207393074035643
the epoch is: 160
Loss at iteration 10 : 0.06464365124702454
Loss at iteration 20 : 0.0904940590262413
Loss at iteration 30 : 0.08362486213445663
Loss at iteration 40 : 0.05944421887397766
Loss at iteration 50 : 0.08650325238704681
Loss at iteration 60 : 0.0649915337562561
Loss at iteration 70 : 0.07291006296873093
Loss at iteration 80 : 0.06696183979511261
Loss at iteration 90 : 0.09075646102428436
Loss at iteration 100 : 0.09751614183187485
Loss at iteration 110 : 0.08684253692626953
Loss at iteration 120 : 0.06124874949455261
Loss at iteration 130 : 0.06727027148008347
Loss at iteration 140 : 0.0779646784067154
Loss at iteration 150 : 0.0656246468424797
Loss at iteration 160 : 0.09152430295944214
Loss at iteration 170 : 0.07910739630460739
Loss at iteration 180 : 0.07821200788021088
Loss at iteration 190 : 0.08981011807918549
Loss at iteration 200 : 0.0741339921951294
Loss at iteration 210 : 0.06858804821968079
Loss at iteration 220 : 0.0896032452583313
Loss at iteration 230 : 0.07428751140832901
Loss at iteration 240 : 0.07331110537052155
Loss at iteration 250 : 0.07778313755989075
Loss at iteration 260 : 0.07446043938398361
Loss at iteration 270 : 0.07357140630483627
Loss at iteration 280 : 0.09124955534934998
Loss at iteration 290 : 0.11444763839244843
Loss at iteration 300 : 0.08074088394641876
The SSIM Value is: 0.6849650343259176
The PSNR Value is: 20.041002591451008
the epoch is: 161
Loss at iteration 10 : 0.0710052102804184
Loss at iteration 20 : 0.08240029215812683
Loss at iteration 30 : 0.07243350148200989
Loss at iteration 40 : 0.06988008320331573
Loss at iteration 50 : 0.0792636126279831
Loss at iteration 60 : 0.07003326714038849
Loss at iteration 70 : 0.06567757576704025
Loss at iteration 80 : 0.07524411380290985
Loss at iteration 90 : 0.09186168760061264
Loss at iteration 100 : 0.0991884171962738
Loss at iteration 110 : 0.09638624638319016
Loss at iteration 120 : 0.07130397111177444
Loss at iteration 130 : 0.07948559522628784
Loss at iteration 140 : 0.07636795192956924
Loss at iteration 150 : 0.09654612839221954
Loss at iteration 160 : 0.06681998074054718
Loss at iteration 170 : 0.07129859179258347
Loss at iteration 180 : 0.08226992189884186
Loss at iteration 190 : 0.08735568821430206
Loss at iteration 200 : 0.07106685638427734
Loss at iteration 210 : 0.09116470813751221
Loss at iteration 220 : 0.08714868873357773
Loss at iteration 230 : 0.07136987149715424
Loss at iteration 240 : 0.07508257031440735
Loss at iteration 250 : 0.09726878255605698
Loss at iteration 260 : 0.08059053122997284
Loss at iteration 270 : 0.06733524799346924
Loss at iteration 280 : 0.0854671448469162
Loss at iteration 290 : 0.0735606849193573
Loss at iteration 300 : 0.07201187312602997
The SSIM Value is: 0.684240581591924
The PSNR Value is: 20.065289052327476
the epoch is: 162
Loss at iteration 10 : 0.06926195323467255
Loss at iteration 20 : 0.07342836260795593
Loss at iteration 30 : 0.0772104263305664
Loss at iteration 40 : 0.08883507549762726
Loss at iteration 50 : 0.09226500988006592
Loss at iteration 60 : 0.08963596075773239
Loss at iteration 70 : 0.07406553626060486
Loss at iteration 80 : 0.07574303448200226
Loss at iteration 90 : 0.08088469505310059
Loss at iteration 100 : 0.10118838399648666
Loss at iteration 110 : 0.06991060823202133
Loss at iteration 120 : 0.08021995425224304
Loss at iteration 130 : 0.09862770885229111
Loss at iteration 140 : 0.07262139022350311
Loss at iteration 150 : 0.09727318584918976
Loss at iteration 160 : 0.08678273856639862
Loss at iteration 170 : 0.08545061200857162
Loss at iteration 180 : 0.09113838523626328
Loss at iteration 190 : 0.06514107435941696
Loss at iteration 200 : 0.0772908627986908
Loss at iteration 210 : 0.0764419436454773
Loss at iteration 220 : 0.0739869475364685
Loss at iteration 230 : 0.07178273797035217
Loss at iteration 240 : 0.10255727171897888
Loss at iteration 250 : 0.0888805091381073
Loss at iteration 260 : 0.09090843796730042
Loss at iteration 270 : 0.07926265150308609
Loss at iteration 280 : 0.07780880481004715
Loss at iteration 290 : 0.1058250293135643
Loss at iteration 300 : 0.09084127843379974
The SSIM Value is: 0.6855251928170522
The PSNR Value is: 20.192359733581544
the epoch is: 163
Loss at iteration 10 : 0.0803108662366867
Loss at iteration 20 : 0.08866231888532639
Loss at iteration 30 : 0.08434885740280151
Loss at iteration 40 : 0.08195056021213531
Loss at iteration 50 : 0.0853952094912529
Loss at iteration 60 : 0.07842928171157837
Loss at iteration 70 : 0.09046151489019394
Loss at iteration 80 : 0.09090053290128708
Loss at iteration 90 : 0.10500741004943848
Loss at iteration 100 : 0.07086151838302612
Loss at iteration 110 : 0.09008248895406723
Loss at iteration 120 : 0.06288760900497437
Loss at iteration 130 : 0.07570710778236389
Loss at iteration 140 : 0.08257916569709778
Loss at iteration 150 : 0.08822008967399597
Loss at iteration 160 : 0.08169100433588028
Loss at iteration 170 : 0.09588988870382309
Loss at iteration 180 : 0.09052427113056183
Loss at iteration 190 : 0.07478740811347961
Loss at iteration 200 : 0.10307266563177109
Loss at iteration 210 : 0.0633571669459343
Loss at iteration 220 : 0.07129209488630295
Loss at iteration 230 : 0.07897309958934784
Loss at iteration 240 : 0.06291752308607101
Loss at iteration 250 : 0.0843130350112915
Loss at iteration 260 : 0.08440564572811127
Loss at iteration 270 : 0.07791732251644135
Loss at iteration 280 : 0.0789625346660614
Loss at iteration 290 : 0.06105896085500717
Loss at iteration 300 : 0.10099934786558151
The SSIM Value is: 0.6864253143469493
The PSNR Value is: 20.313478215535483
the epoch is: 164
Loss at iteration 10 : 0.06172037124633789
Loss at iteration 20 : 0.09897647798061371
Loss at iteration 30 : 0.08327702432870865
Loss at iteration 40 : 0.07858344167470932
Loss at iteration 50 : 0.10216870158910751
Loss at iteration 60 : 0.08229784667491913
Loss at iteration 70 : 0.09473574161529541
Loss at iteration 80 : 0.10971768945455551
Loss at iteration 90 : 0.08896305412054062
Loss at iteration 100 : 0.07855962216854095
Loss at iteration 110 : 0.06996674835681915
Loss at iteration 120 : 0.10032739490270615
Loss at iteration 130 : 0.0795857161283493
Loss at iteration 140 : 0.07451649755239487
Loss at iteration 150 : 0.10263725370168686
Loss at iteration 160 : 0.11000018566846848
Loss at iteration 170 : 0.07186754792928696
Loss at iteration 180 : 0.09166790544986725
Loss at iteration 190 : 0.102033331990242
Loss at iteration 200 : 0.10194374620914459
Loss at iteration 210 : 0.09740988910198212
Loss at iteration 220 : 0.09078087657690048
Loss at iteration 230 : 0.08748358488082886
Loss at iteration 240 : 0.09201588481664658
Loss at iteration 250 : 0.07020903378725052
Loss at iteration 260 : 0.08957256376743317
Loss at iteration 270 : 0.07887725532054901
Loss at iteration 280 : 0.08920833468437195
Loss at iteration 290 : 0.08395299315452576
Loss at iteration 300 : 0.07166984677314758
The SSIM Value is: 0.6891101062297821
The PSNR Value is: 20.434677251180013
the epoch is: 165
Loss at iteration 10 : 0.07745702564716339
Loss at iteration 20 : 0.08553776144981384
Loss at iteration 30 : 0.07775194942951202
Loss at iteration 40 : 0.08974852412939072
Loss at iteration 50 : 0.07690613716840744
Loss at iteration 60 : 0.053620822727680206
Loss at iteration 70 : 0.07048486173152924
Loss at iteration 80 : 0.07771255820989609
Loss at iteration 90 : 0.08067813515663147
Loss at iteration 100 : 0.10329388082027435
Loss at iteration 110 : 0.0878930389881134
Loss at iteration 120 : 0.10682159662246704
Loss at iteration 130 : 0.07570883631706238
Loss at iteration 140 : 0.07279935479164124
Loss at iteration 150 : 0.07730896770954132
Loss at iteration 160 : 0.07629410922527313
Loss at iteration 170 : 0.09118793904781342
Loss at iteration 180 : 0.10505243390798569
Loss at iteration 190 : 0.06345454603433609
Loss at iteration 200 : 0.06870920956134796
Loss at iteration 210 : 0.06525811553001404
Loss at iteration 220 : 0.08563226461410522
Loss at iteration 230 : 0.07545065879821777
Loss at iteration 240 : 0.08535043895244598
Loss at iteration 250 : 0.08145053684711456
Loss at iteration 260 : 0.09357508271932602
Loss at iteration 270 : 0.07412693649530411
Loss at iteration 280 : 0.08477418124675751
Loss at iteration 290 : 0.06841415166854858
Loss at iteration 300 : 0.08877577632665634
The SSIM Value is: 0.692918203274409
The PSNR Value is: 20.476641146341958
the epoch is: 166
Loss at iteration 10 : 0.07915028929710388
Loss at iteration 20 : 0.0710425078868866
Loss at iteration 30 : 0.09824830293655396
Loss at iteration 40 : 0.05945151671767235
Loss at iteration 50 : 0.06915508955717087
Loss at iteration 60 : 0.08523760735988617
Loss at iteration 70 : 0.07723507285118103
Loss at iteration 80 : 0.07697298377752304
Loss at iteration 90 : 0.0849686786532402
Loss at iteration 100 : 0.07663930952548981
Loss at iteration 110 : 0.09007018059492111
Loss at iteration 120 : 0.06215157359838486
Loss at iteration 130 : 0.08675885200500488
Loss at iteration 140 : 0.07940907776355743
Loss at iteration 150 : 0.07918106764554977
Loss at iteration 160 : 0.09526511281728745
Loss at iteration 170 : 0.07859814167022705
Loss at iteration 180 : 0.09915392100811005
Loss at iteration 190 : 0.08722080290317535
Loss at iteration 200 : 0.08233296871185303
Loss at iteration 210 : 0.07938548177480698
Loss at iteration 220 : 0.0743415504693985
Loss at iteration 230 : 0.08248333632946014
Loss at iteration 240 : 0.08280455321073532
Loss at iteration 250 : 0.0936863049864769
Loss at iteration 260 : 0.09486937522888184
Loss at iteration 270 : 0.06772305816411972
Loss at iteration 280 : 0.08712945878505707
Loss at iteration 290 : 0.08721089363098145
Loss at iteration 300 : 0.08028864860534668
The SSIM Value is: 0.6859294811884562
The PSNR Value is: 20.201322746276855
the epoch is: 167
Loss at iteration 10 : 0.07634275406599045
Loss at iteration 20 : 0.12712915241718292
Loss at iteration 30 : 0.09532897174358368
Loss at iteration 40 : 0.08866577595472336
Loss at iteration 50 : 0.060585491359233856
Loss at iteration 60 : 0.08045509457588196
Loss at iteration 70 : 0.09228207916021347
Loss at iteration 80 : 0.08939269185066223
Loss at iteration 90 : 0.09568536281585693
Loss at iteration 100 : 0.08924363553524017
Loss at iteration 110 : 0.08062475919723511
Loss at iteration 120 : 0.08721956610679626
Loss at iteration 130 : 0.07942286133766174
Loss at iteration 140 : 0.0727086067199707
Loss at iteration 150 : 0.09321050345897675
Loss at iteration 160 : 0.07315684109926224
Loss at iteration 170 : 0.09473597258329391
Loss at iteration 180 : 0.10014595836400986
Loss at iteration 190 : 0.08541830629110336
Loss at iteration 200 : 0.08696997165679932
Loss at iteration 210 : 0.07236488163471222
Loss at iteration 220 : 0.07561370730400085
Loss at iteration 230 : 0.08463244885206223
Loss at iteration 240 : 0.07793846726417542
Loss at iteration 250 : 0.08223472535610199
Loss at iteration 260 : 0.11181195080280304
Loss at iteration 270 : 0.08693321794271469
Loss at iteration 280 : 0.08127965778112411
Loss at iteration 290 : 0.10319387912750244
Loss at iteration 300 : 0.08856102079153061
The SSIM Value is: 0.6888544658819834
The PSNR Value is: 20.247836939493816
the epoch is: 168
Loss at iteration 10 : 0.07605820894241333
Loss at iteration 20 : 0.0775376409292221
Loss at iteration 30 : 0.07942452281713486
Loss at iteration 40 : 0.06716353446245193
Loss at iteration 50 : 0.08646683394908905
Loss at iteration 60 : 0.10061649978160858
Loss at iteration 70 : 0.08947672694921494
Loss at iteration 80 : 0.08303740620613098
Loss at iteration 90 : 0.0960734635591507
Loss at iteration 100 : 0.08405283093452454
Loss at iteration 110 : 0.07639086246490479
Loss at iteration 120 : 0.07931558787822723
Loss at iteration 130 : 0.08612411469221115
Loss at iteration 140 : 0.09502747654914856
Loss at iteration 150 : 0.10287901014089584
Loss at iteration 160 : 0.06849029660224915
Loss at iteration 170 : 0.08813273161649704
Loss at iteration 180 : 0.10379531234502792
Loss at iteration 190 : 0.08090418577194214
Loss at iteration 200 : 0.08559783548116684
Loss at iteration 210 : 0.09052389860153198
Loss at iteration 220 : 0.08220909535884857
Loss at iteration 230 : 0.06859834492206573
Loss at iteration 240 : 0.07894443720579147
Loss at iteration 250 : 0.10594122111797333
Loss at iteration 260 : 0.07070976495742798
Loss at iteration 270 : 0.08650501072406769
Loss at iteration 280 : 0.06940796226263046
Loss at iteration 290 : 0.08540637791156769
Loss at iteration 300 : 0.07654424011707306
The SSIM Value is: 0.689801013469696
The PSNR Value is: 20.417041206359862
the epoch is: 169
Loss at iteration 10 : 0.07299289107322693
Loss at iteration 20 : 0.07451517134904861
Loss at iteration 30 : 0.08771564811468124
Loss at iteration 40 : 0.08929289877414703
Loss at iteration 50 : 0.09989593923091888
Loss at iteration 60 : 0.0619751513004303
Loss at iteration 70 : 0.07631826400756836
Loss at iteration 80 : 0.0938805341720581
Loss at iteration 90 : 0.0808597132563591
Loss at iteration 100 : 0.09462621062994003
Loss at iteration 110 : 0.10778157413005829
Loss at iteration 120 : 0.0732150673866272
Loss at iteration 130 : 0.0733645111322403
Loss at iteration 140 : 0.07098405063152313
Loss at iteration 150 : 0.08614882081747055
Loss at iteration 160 : 0.0722026526927948
Loss at iteration 170 : 0.07653775811195374
Loss at iteration 180 : 0.07532934844493866
Loss at iteration 190 : 0.09880202263593674
Loss at iteration 200 : 0.08116862177848816
Loss at iteration 210 : 0.08397319167852402
Loss at iteration 220 : 0.10272882878780365
Loss at iteration 230 : 0.0785704031586647
Loss at iteration 240 : 0.08284025639295578
Loss at iteration 250 : 0.09591211378574371
Loss at iteration 260 : 0.08741092681884766
Loss at iteration 270 : 0.07146888226270676
Loss at iteration 280 : 0.09771418571472168
Loss at iteration 290 : 0.07703384757041931
Loss at iteration 300 : 0.12336967885494232
The SSIM Value is: 0.695607994000117
The PSNR Value is: 20.397143173217774
the epoch is: 170
Loss at iteration 10 : 0.07612529397010803
Loss at iteration 20 : 0.09063001722097397
Loss at iteration 30 : 0.07777126133441925
Loss at iteration 40 : 0.07172885537147522
Loss at iteration 50 : 0.06778091937303543
Loss at iteration 60 : 0.09152593463659286
Loss at iteration 70 : 0.09569661319255829
Loss at iteration 80 : 0.08464203774929047
Loss at iteration 90 : 0.07566112279891968
Loss at iteration 100 : 0.09478920698165894
Loss at iteration 110 : 0.0849732905626297
Loss at iteration 120 : 0.08001723885536194
Loss at iteration 130 : 0.0650516003370285
Loss at iteration 140 : 0.0912308394908905
Loss at iteration 150 : 0.08565783500671387
Loss at iteration 160 : 0.08728241920471191
Loss at iteration 170 : 0.07501095533370972
Loss at iteration 180 : 0.0775550827383995
Loss at iteration 190 : 0.07499087601900101
Loss at iteration 200 : 0.08440759778022766
Loss at iteration 210 : 0.0923956036567688
Loss at iteration 220 : 0.08750742673873901
Loss at iteration 230 : 0.06780695170164108
Loss at iteration 240 : 0.08267278969287872
Loss at iteration 250 : 0.06420064717531204
Loss at iteration 260 : 0.09420605003833771
Loss at iteration 270 : 0.08638393878936768
Loss at iteration 280 : 0.08015546202659607
Loss at iteration 290 : 0.0785389095544815
Loss at iteration 300 : 0.06508748233318329
The SSIM Value is: 0.6807302514712016
The PSNR Value is: 19.808004315694173
the epoch is: 171
Loss at iteration 10 : 0.08982750028371811
Loss at iteration 20 : 0.08665400743484497
Loss at iteration 30 : 0.06780597567558289
Loss at iteration 40 : 0.08427783101797104
Loss at iteration 50 : 0.08446738123893738
Loss at iteration 60 : 0.07606600970029831
Loss at iteration 70 : 0.08453648537397385
Loss at iteration 80 : 0.0785956084728241
Loss at iteration 90 : 0.07800407707691193
Loss at iteration 100 : 0.102312371134758
Loss at iteration 110 : 0.077928327023983
Loss at iteration 120 : 0.06909149140119553
Loss at iteration 130 : 0.08574354648590088
Loss at iteration 140 : 0.09053882956504822
Loss at iteration 150 : 0.09772548079490662
Loss at iteration 160 : 0.06779839098453522
Loss at iteration 170 : 0.07451926171779633
Loss at iteration 180 : 0.07900526374578476
Loss at iteration 190 : 0.09535914659500122
Loss at iteration 200 : 0.08970587700605392
Loss at iteration 210 : 0.06974402070045471
Loss at iteration 220 : 0.0577031746506691
Loss at iteration 230 : 0.09814375638961792
Loss at iteration 240 : 0.08035311847925186
Loss at iteration 250 : 0.07916983217000961
Loss at iteration 260 : 0.08048111945390701
Loss at iteration 270 : 0.07447607815265656
Loss at iteration 280 : 0.06289973855018616
Loss at iteration 290 : 0.08521394431591034
Loss at iteration 300 : 0.08809046447277069
The SSIM Value is: 0.6926975727081299
The PSNR Value is: 20.434850374857586
the epoch is: 172
Loss at iteration 10 : 0.08599214255809784
Loss at iteration 20 : 0.1051369458436966
Loss at iteration 30 : 0.08386789262294769
Loss at iteration 40 : 0.07925508916378021
Loss at iteration 50 : 0.10377072542905807
Loss at iteration 60 : 0.07654692977666855
Loss at iteration 70 : 0.10507810115814209
Loss at iteration 80 : 0.0891299843788147
Loss at iteration 90 : 0.07157766819000244
Loss at iteration 100 : 0.09226682782173157
Loss at iteration 110 : 0.0730491429567337
Loss at iteration 120 : 0.10254748165607452
Loss at iteration 130 : 0.08714037388563156
Loss at iteration 140 : 0.0853019505739212
Loss at iteration 150 : 0.07946362346410751
Loss at iteration 160 : 0.10098487138748169
Loss at iteration 170 : 0.07930837571620941
Loss at iteration 180 : 0.0711737647652626
Loss at iteration 190 : 0.0796336755156517
Loss at iteration 200 : 0.06782379746437073
Loss at iteration 210 : 0.07567321509122849
Loss at iteration 220 : 0.08250372111797333
Loss at iteration 230 : 0.0743287205696106
Loss at iteration 240 : 0.06673236191272736
Loss at iteration 250 : 0.08954805135726929
Loss at iteration 260 : 0.09197171777486801
Loss at iteration 270 : 0.07438630610704422
Loss at iteration 280 : 0.106986403465271
Loss at iteration 290 : 0.0736425593495369
Loss at iteration 300 : 0.09106956422328949
The SSIM Value is: 0.6892946302890778
The PSNR Value is: 20.21934922536214
the epoch is: 173
Loss at iteration 10 : 0.07098796218633652
Loss at iteration 20 : 0.09370428323745728
Loss at iteration 30 : 0.09022372215986252
Loss at iteration 40 : 0.054429035633802414
Loss at iteration 50 : 0.0955110639333725
Loss at iteration 60 : 0.06525114178657532
Loss at iteration 70 : 0.06217467784881592
Loss at iteration 80 : 0.06815758347511292
Loss at iteration 90 : 0.08883654326200485
Loss at iteration 100 : 0.08294453471899033
Loss at iteration 110 : 0.06831742823123932
Loss at iteration 120 : 0.08830903470516205
Loss at iteration 130 : 0.08426612615585327
Loss at iteration 140 : 0.07812733203172684
Loss at iteration 150 : 0.0796491727232933
Loss at iteration 160 : 0.1017741784453392
Loss at iteration 170 : 0.10291028022766113
Loss at iteration 180 : 0.1001715362071991
Loss at iteration 190 : 0.07659789174795151
Loss at iteration 200 : 0.08732102811336517
Loss at iteration 210 : 0.08218055218458176
Loss at iteration 220 : 0.07003235071897507
Loss at iteration 230 : 0.07829460501670837
Loss at iteration 240 : 0.07861048728227615
Loss at iteration 250 : 0.07339834421873093
Loss at iteration 260 : 0.0718579813838005
Loss at iteration 270 : 0.06327463686466217
Loss at iteration 280 : 0.08567585051059723
Loss at iteration 290 : 0.07961717247962952
Loss at iteration 300 : 0.08829836547374725
The SSIM Value is: 0.6905056357383728
The PSNR Value is: 20.558965301513673
the highest SSIM value is: 20.558965301513673
the epoch is: 174
Loss at iteration 10 : 0.08278509974479675
Loss at iteration 20 : 0.07900181412696838
Loss at iteration 30 : 0.06416866183280945
Loss at iteration 40 : 0.10012561082839966
Loss at iteration 50 : 0.08584575355052948
Loss at iteration 60 : 0.08490531891584396
Loss at iteration 70 : 0.08639442920684814
Loss at iteration 80 : 0.07509620487689972
Loss at iteration 90 : 0.08339440822601318
Loss at iteration 100 : 0.08544032275676727
Loss at iteration 110 : 0.08774276822805405
Loss at iteration 120 : 0.07634662091732025
Loss at iteration 130 : 0.0886603444814682
Loss at iteration 140 : 0.08281648904085159
Loss at iteration 150 : 0.07758748531341553
Loss at iteration 160 : 0.0938277468085289
Loss at iteration 170 : 0.08843068778514862
Loss at iteration 180 : 0.08692982792854309
Loss at iteration 190 : 0.0759161114692688
Loss at iteration 200 : 0.07606371492147446
Loss at iteration 210 : 0.0886145830154419
Loss at iteration 220 : 0.07988137006759644
Loss at iteration 230 : 0.08619239926338196
Loss at iteration 240 : 0.06340586394071579
Loss at iteration 250 : 0.0659562200307846
Loss at iteration 260 : 0.07854674756526947
Loss at iteration 270 : 0.06946933269500732
Loss at iteration 280 : 0.10443781316280365
Loss at iteration 290 : 0.07407060265541077
Loss at iteration 300 : 0.07037025690078735
